occurrenceID,datasetName,datasetProvider,scientificName,sex,individualCountEnd,plantScientificName,endYear,endMonth,endDay,verbatimEventDate,startYear,country,decimalLatitude,decimalLongitude,coordinateUncertaintyInMetersEnd,manualGeoreferencing,geometry,license,recordedBy,individualCount,year,month,day,gbifRegion,habitat,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,databaseName
https://www.inaturalist.org/observations/53450535,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",Female,,,,,,2020-07-18 5:43:46 PM GMT+09:00,,,37.803611,126.684722,,,9996292.91221658|8478060.35634277,CC_BY_NC_4_0,Amaël Borzée,,2020,7,18,ASIA,,KR,Gyeonggi-do,,,,"Paju-si, Gyeonggi-do, South Korea",,GBIF
https://www.inaturalist.org/observations/52551825,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2020-07-10 9:06:48 AM GMT+02:00,,,43.620702,3.859999,,,3824788.88487812|2299407.50062015,CC_BY_NC_4_0,qwent,,2020,7,10,EUROPE,,FR,Languedoc-Roussillon,,,,"Boutonnet, Montpellier, France",,GBIF
https://www.inaturalist.org/observations/51944972,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2020-07-04 8:29:44 PM GMT+02:00,,,46.673725,11.15261,,,4409277.48643542|2618500.71106024,CC_BY_NC_4_0,Elia Guariento,,2020,7,4,EUROPE,,IT,Trentino-Alto Adige,,,,"Merano BZ, Italia",,GBIF
https://www.inaturalist.org/observations/51255070,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2020/06/28 10:42 PM JST,,,34.956395,137.160354,,,9835350.53241262|9465617.68087016,CC_BY_NC_4_0,Observações Naturalistas;Bruno Uehara,,2020,6,28,ASIA,,JP,Aichi,,,,"Koseicho, Okazaki, Aichi 444-0052, Japão",,GBIF
https://www.inaturalist.org/observations/52371897,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",Male,,,,,,2020/07/08 1:17 PM UTC,,,48.230126,16.385017,,,4794905.78492611|2811240.98405963,CC_BY_NC_4_0,drosophila,,2020,7,8,EUROPE,,AT,Wien,,,,"Brigittenau, 1200 Wien, Österreich",,GBIF
https://www.inaturalist.org/observations/51004260,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,Fri Jun 26 2020 19:11:50 GMT+0200 (GMT+2),,,43.306165,5.398532,,,3946911.06622928|2255697.63918671,CC_BY_NC_4_0,bolislas,,2020,6,26,EUROPE,,FR,Provence-Alpes-Côte d'Azur,,,,"Boulevard du Jardin Zoologique, Marseille, Provence-Alpes-Côte d'Azur, FR",,GBIF
,,,"Megachile doederleinii Friese, 1898",,,,,,,,,,35.12,135.72,,,9896676.12220857|9327656.93307996,CC_BY_4_0,,,1929,9,1,ASIA,,JP,,,,Kyoto,,,GBIF
87f641c4-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Female,,,,,,12/15/1963,,,23.966944,120.966111,,,11605823.7457414|7533734.94989554,CC_BY_4_0,K. H. Chen,1,,,,ASIA,,TW,Nantou,Ren-ai Township,,Puli Village,,,GBIF
87f63fa8-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Female,,,,,,7/23/1938,,,30.371111,102.811944,,,10964150.1240894|5860012.78326155,CC_BY_4_0,D. S. Pen,1,,,,ASIA,,CN,Sichuan,,,Moupin (Baoxing),,,GBIF
87f654e8-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Male,,,,,,7/20/1918,,,32.066667,118.783333,,,10803569.5455536|7577206.26708295,CC_BY_4_0,Rev. O. Piel,1,,,,ASIA,,CN,Jiangsu,,,Nanking (Nanjing),,,GBIF
87f62a9a-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Female,,,,,,7/20/1917,,,26.645,118.173611,,,11376202.5059367|7318369.51424766,CC_BY_4_0,,1,,,,ASIA,,CN,Fujian (or Fukien),,,"Yenping (also as Yen-ping, or Nanping)",,,GBIF
87f649c6-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Female,,,,,,,,,35.676944,139.694833,,,9613558.36418996|9695639.32177582,CC_BY_4_0,,1,,,,ASIA,,JP,Honshu Island,Tokyo metropolis,,Tokyo,,,GBIF
87f639ae-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Female,,,,,,6/23/1917,,,26.645,118.173611,,,11376202.5059367|7318369.51424766,CC_BY_4_0,,1,,,,ASIA,,CN,Fujian (or Fukien),,,"Yenping (also as Yen-ping, or Nanping)",,,GBIF
87f62950-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Female,,,,,,4/21/1920,,,26.645,118.173611,,,11376202.5059367|7318369.51424766,CC_BY_4_0,,1,,,,ASIA,,CN,Fujian (or Fukien),,,"Yenping (also as Yen-ping, or Nanping)",,,GBIF
82bcea6e-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Female,,,,,,8/5/1926,,,34.581667,119.128889,,,10531258.6052547|7685772.25003307,CC_BY_4_0,Rev. O. Piel,1,,,,ASIA,,CN,Jiangsu,,Haizhou (Haichow),,,,GBIF
82bc2386-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Male,,,,,,8/5/1979,,,31.083333,130.683333,,,10560810.028232|8806168.2868936,CC_BY_4_0,H. Nagase,1,,,,ASIA,,JP,Honshu Island,Kagoshima Prefecture,,Satacho,,,GBIF
82bc22f0-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Male,,,,,,8/5/1979,,,31.083333,130.683333,,,10560810.028232|8806168.2868936,CC_BY_4_0,H. Nagase,1,,,,ASIA,,JP,Honshu Island,Kagoshima Prefecture,,Satacho,,,GBIF
82bc225a-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Female,,,,,,8/3/1980,,,31.083333,130.683333,,,10560810.028232|8806168.2868936,CC_BY_4_0,H. Nagase,1,,,,ASIA,,JP,Honshu Island,Kagoshima Prefecture,,Satacho,,,GBIF
82bce82a-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Female,,,,,,5/17/1920,,,34.777778,135.263889,,,9956089.99466888|9285009.65173408,CC_BY_4_0,N. Tosawa,1,,,,ASIA,,JP,Honshu Island,Hyogo Prefecture,,"Mount Rokko, Kobe (city of)",,,GBIF
82bc2804-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Male,,,,,,7/7/1967,,,35.308889,139.550278,,,9659640.8619909|9686681.07592186,CC_BY_4_0,H. Nagase,1,,,,ASIA,,JP,Honshu Island,Kanagawa Prefecture,Kamakura,,,,GBIF
87f623ce-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Female,,,,,,8/19/1920,,,26.645,118.173611,,,11376202.5059367|7318369.51424766,CC_BY_4_0,,1,,,,ASIA,,CN,Fujian (or Fukien),,,"Yenping (also as Yen-ping, or Nanping)",,,GBIF
87f626c6-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Female,,,,,,7/9/1917,,,26.645,118.173611,,,11376202.5059367|7318369.51424766,CC_BY_4_0,,1,,,,ASIA,,CN,Fujian (or Fukien),,,"Yenping (also as Yen-ping, or Nanping)",,,GBIF
87f64bf6-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Female,,,,,,7/9/1953,,,35.308889,139.550278,,,9659640.8619909|9686681.07592186,CC_BY_4_0,H. Nagase,1,,,,ASIA,,JP,Honshu Island,Kanagawa Prefecture,Kamakura,,,,GBIF
82bc2890-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Female,,,,,,9/4/1961,,,35.308889,139.550278,,,9659640.8619909|9686681.07592186,CC_BY_4_0,H. Nagase,1,,,,ASIA,,JP,Honshu Island,Kanagawa Prefecture,Kamakura,,,,GBIF
82bce956-d8e1-11e2-99a2-0026552be7ea,AMNH Hymenoptera,,"Megachile sculpturalis Smith, 1853",Female,,,,,,5/17/1920,,,34.777778,135.263889,,,9956089.99466888|9285009.65173408,CC_BY_4_0,N. Tosawa,1,,,,ASIA,,JP,Honshu Island,Hyogo Prefecture,,"Mount Rokko, Kobe (city of)",,,GBIF
https://www.inaturalist.org/observations/50449339,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",Male,,,,,,2020-06-21 5:53:31 PM GMT+02:00,,,46.669609,11.164949,,,4410229.34840283|2618058.39934178,CC_BY_NC_4_0,Andrea Miclet,,2020,6,21,EUROPE,,IT,Trentino-Alto Adige,,,,"Merano BZ, Italia",,GBIF
https://www.inaturalist.org/observations/50824502,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",Male,,,,,,2020/06/20 4:57 PM CEST,,,44.833474,11.461272,,,4436752.05102715|2414691.49361047,CC_BY_NC_4_0,Andrea Grossi,,2020,6,20,EUROPE,,IT,Emilia-Romagna,,,,"Provincia di Ferrara, Italia",,GBIF
884A0652-1FDD-768F-E053-5014A8C074AC,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,44.2323,6.629,,,4051205.83295124|2352961.7938415,CC_BY_4_0,AUBERT Matthieu,,2018,7,19,EUROPE,,FR,,Alpes-de-Haute-Provence,Allos,,,,GBIF
884A0652-1FDA-768F-E053-5014A8C074AC,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,44.247,6.639,,,4052074.80262311|2354554.49091517,CC_BY_4_0,AUBERT Matthieu,,2017,8,2,EUROPE,,FR,,Alpes-de-Haute-Provence,Allos,,,,GBIF
884A0652-1FDB-768F-E053-5014A8C074AC,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,44.247,6.639,,,4052074.80262311|2354554.49091517,CC_BY_4_0,AUBERT Matthieu,,2017,8,2,EUROPE,,FR,,Alpes-de-Haute-Provence,Allos,,,,GBIF
95C5AAC1-797B-1CA9-E053-5014A8C04F50,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,46.31298,4.82824,,,3922562.8348723|2591624.71048713,CC_BY_4_0,MARTHA Benoit,,2019,8,5,EUROPE,,FR,,Saône-et-Loire,Mâcon,,,,GBIF
https://www.inaturalist.org/observations/39748202,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2017/07/05 6:53 PM CEST,,,44.326582,7.990344,,,4160385.31359585|2359498.1792684,CC_BY_NC_4_0,Elan Zucchetti,,2017,7,5,EUROPE,,IT,Piemonte,,,,"Provincia di Cuneo, Italia",,GBIF
https://www.inaturalist.org/observations/38608606,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2019/09/01 9:29 AM CEST,,,43.548039,7.038239,,,4081109.55041792|2275771.56653392,CC_BY_NC_4_0,Alessandro Mazzoleni,,2019,9,1,EUROPE,,FR,Provence-Alpes-Côte d'Azur,,,,"Pointe Croisette, Cannes, Francia",,GBIF
9e9c8f9c-d935-42f7-b45f-e5089635d1ba,,,"Chalicodoma sculpturalis (Smith, 1853)",,,,,,,,,,34.05537,131.80708,,,10198477.9694686|8945815.80917989,CC_BY_4_0,,,1980,7,2,ASIA,,JP,,,,,,,GBIF
1c9e79ec-4407-4e40-a047-a9cb77c703da,,,"Chalicodoma sculpturalis (Smith, 1853)",,,,,,,,,,34.14996,131.87024,,,10185688.2797737|8952547.7007505,CC_BY_4_0,,,1982,8,16,ASIA,,JP,,,,,,,GBIF
e31b5191-1138-4801-b035-a7f5e6169c1c,,,"Chalicodoma sculpturalis (Smith, 1853)",,,,,,,,,,34.17809,131.47327,,,10200261.8318721|8913350.06161402,CC_BY_4_0,,,1967,7,17,ASIA,,JP,,,,,,,GBIF
cec666b5-2e3a-445e-93c0-d037f6cafbd5,,,"Chalicodoma sculpturalis (Smith, 1853)",,,,,,,,,,34.05537,131.80708,,,10198477.9694686|8945815.80917989,CC_BY_4_0,,,1980,7,2,ASIA,,JP,,,,,,,GBIF
563be10d-7784-4320-b726-e7fc360529d9,,,"Chalicodoma sculpturalis (Smith, 1853)",,,,,,,,,,33.96479,131.96967,,,10200755.2096353|8961511.48689202,CC_BY_4_0,,,1992,7,7,ASIA,,JP,,,,,,,GBIF
cfacfb6d-6382-43b3-a102-f81274be578c,,,"Chalicodoma sculpturalis (Smith, 1853)",,,,,,,,,,33.96479,131.96967,,,10200755.2096353|8961511.48689202,CC_BY_4_0,,,1992,7,7,ASIA,,JP,,,,,,,GBIF
df9680dc-c892-4c70-b537-98c786c1dba8,,,"Chalicodoma sculpturalis (Smith, 1853)",,,,,,,,,,34.2302,132.14519,,,10164879.0543871|8980111.88301384,CC_BY_4_0,,,1971,9,24,ASIA,,JP,,,,,,,GBIF
76ef9189-a8ca-4020-8c88-5281d8511d3d,,,"Chalicodoma sculpturalis (Smith, 1853)",,,,,,,,,,34.2302,132.14519,,,10164879.0543871|8980111.88301384,CC_BY_4_0,,,1974,8,24,ASIA,,JP,,,,,,,GBIF
6efdc265-9ce5-4eb7-8b77-cf9cfa8a4d3b,,,"Chalicodoma sculpturalis (Smith, 1853)",,,,,,,,,,33.95998,131.22115,,,10234261.4820707|8886995.66862412,CC_BY_4_0,,,1959,7,27,ASIA,,JP,,,,,,,GBIF
a9df9871-cc3e-488b-82b1-41a4e64c61df,,,"Chalicodoma sculpturalis (Smith, 1853)",,,,,,,,,,34.2302,132.14519,,,10164879.0543871|8980111.88301384,CC_BY_4_0,,,1972,9,2,ASIA,,JP,,,,,,,GBIF
3a196577-b447-495a-a253-8769abaf07f2,,,"Chalicodoma sculpturalis (Smith, 1853)",,,,,,,,,,33.96479,131.96967,,,10200755.2096353|8961511.48689202,CC_BY_4_0,,,1992,7,7,ASIA,,JP,,,,,,,GBIF
3c1a226c-794a-47c5-aef3-32a6f1d545ca,,,"Chalicodoma sculpturalis (Smith, 1853)",,,,,,,,,,33.96479,131.96967,,,10200755.2096353|8961511.48689202,CC_BY_4_0,,,1992,7,7,ASIA,,JP,,,,,,,GBIF
3207ec44-7898-4f2e-bbcb-a0714dbc3155,,,"Chalicodoma sculpturalis (Smith, 1853)",,,,,,,,,,33.95998,131.22115,,,10234261.4820707|8886995.66862412,CC_BY_4_0,,,1959,8,5,ASIA,,JP,,,,,,,GBIF
70e5d481-cc50-4538-b761-20461d0076b8,,,"Chalicodoma sculpturalis (Smith, 1853)",,,,,,,,,,34.11724,131.33479,,,10212724.9946689|8899260.61922564,CC_BY_4_0,,,1961,9,3,ASIA,,JP,,,,,,,GBIF
38e51761-ca69-468a-afb8-11c39c352edb,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,44.19277,5.7215,,,3978418.5772067|2352294.02891812,CC_BY_4_0,RICHAUD Sonia (CEN PACA),,2016,7,27,EUROPE,,FR,,Alpes-de-Haute-Provence,Saint-Vincent-sur-Jabron,,,,GBIF
8049F6BB-C3E1-4456-E053-2614A8C05968,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.65326,0.57484,,,3561033.20719459|2330529.80588562,CC_BY_4_0,Vincent Touraille,,2018,7,12,EUROPE,,FR,,Gers,Auch,,,,GBIF
80AD9F0D-550F-4C3A-E053-2614A8C00AC9,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.34747,3.23084,,,3771525.14175332|2273596.76632029,CC_BY_4_0,bayle bernard,,2018,,,EUROPE,,FR,,Hérault,Béziers,,,,GBIF
61957773-f195-4ed0-b94b-dc8d718f24c3,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.69166,5.94587,,,3993526.63325053|2295805.71126428,CC_BY_4_0,BENCE Stéphane (CEN PACA),,2015,6,22,EUROPE,,FR,,Var,Saint-Julien,,,,GBIF
949eed1c-6b7b-36ee-e053-5014a8c05854,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,44.7581,4.97593,,,3922805.78697314|2418588.73651808,CC_BY_4_0,ftredez (),,,,,EUROPE,,FR,,Drôme,Eurre,,,,GBIF
71B9FD86-75B9-6E54-E053-2614A8C061FC,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.94147,4.81237,,,3903922.21895259|2329085.14041201,CC_BY_4_0,ROME Quentin (MNHN),,2018,7,21,EUROPE,,FR,,Vaucluse,Avignon,,,,GBIF
f142bf16-7745-47ef-8617-7f7c8873b142,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.69166,5.94587,,,3993526.63325053|2295805.71126428,CC_BY_4_0,DERREUMAUX Vincent (Parc Naturel Régional du Verdon),,2015,6,22,EUROPE,,FR,,Var,Saint-Julien,,,,GBIF
44f21dbe-8fd9-402d-a004-ee4950533f6c,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.69332,5.8839,,,3988536.17060168|2296262.08062528,CC_BY_4_0,DERREUMAUX Vincent (Parc Naturel Régional du Verdon),,2015,6,22,EUROPE,,FR,,Var,Saint-Julien,,,,GBIF
cb4dcf81-a857-4331-a696-4565f79806f9,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,44.19398,4.84762,,,3908570.34521274|2356834.05052873,CC_BY_4_0,CESARI Lily (Naturoptère),,2015,6,26,EUROPE,,FR,,Vaucluse,Sérignan-du-Comtat,,,,GBIF
82e3ca7e-1d72-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.63601,6.64446,,,4049648.28331302|2286855.61419906,CC_BY_4_0,Jean-Sébastien Carteron,,2014,7,9,EUROPE,,FR,,Var,Seillans,,,,GBIF
82e3ca7d-ecb0-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,45.37326,4.81117,,,3914287.4704712|2487603.31869564,CC_BY_4_0,gauthier,,2015,7,18,EUROPE,,FR,,Isère,Roussillon,,,,GBIF
82e3ca7d-e99c-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.86686,4.03486,,,3840930.96261405|2325485.74672998,CC_BY_4_0,Liliane Delattre,,2016,7,4,EUROPE,,FR,,Gard,Sardan,,,,GBIF
82e3ca7e-0420-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,45.37326,4.81117,,,3914287.4704712|2487603.31869564,CC_BY_4_0,gauthier,,2016,6,25,EUROPE,,FR,,Isère,Roussillon,,,,GBIF
82e3ca7d-ecaf-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,45.37326,4.81117,,,3914287.4704712|2487603.31869564,CC_BY_4_0,,,2015,7,18,EUROPE,,FR,,Isère,Roussillon,,,,GBIF
82e3ca7d-c605-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.63601,6.64446,,,4049648.28331302|2286855.61419906,CC_BY_4_0,Jean-Sébastien Carteron,,2014,7,9,EUROPE,,FR,,Var,Seillans,,,,GBIF
82e3ca79-c38f-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.83521,5.79104,,,3981876.69017588|2312386.5537236,CC_BY_4_0,,,2013,8,15,EUROPE,,FR,,Alpes-de-Haute-Provence,Manosque,,,,GBIF
82e3ca79-c390-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.83521,5.79104,,,3981876.69017588|2312386.5537236,CC_BY_4_0,,,2013,8,15,EUROPE,,FR,,Alpes-de-Haute-Provence,Manosque,,,,GBIF
82e3ca79-cb8c-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.83521,5.79104,,,3981876.69017588|2312386.5537236,CC_BY_4_0,,,2013,8,15,EUROPE,,FR,,Alpes-de-Haute-Provence,Manosque,,,,GBIF
82e3ca76-62f4-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.7632,5.30299,,,3942137.65959433|2306752.05832647,CC_BY_4_0,jeanyves84,,2014,8,8,EUROPE,,FR,,Vaucluse,Lauris,,,,GBIF
82e3ca76-2324-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.99101,5.95368,,,3995846.11348213|2328916.79743806,CC_BY_4_0,Christa Gihr,,2013,8,14,EUROPE,,FR,,Alpes-de-Haute-Provence,Mées,,,,GBIF
82e3ca76-4285-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.99465,5.9661,,,3996863.57682715|2329266.07063952,CC_BY_4_0,Christa Gihr,,2012,8,5,EUROPE,,FR,,Alpes-de-Haute-Provence,Mées,,,,GBIF
82e3ca70-8b58-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.35325,5.51136,,,3956364.08508662|2260352.65312226,CC_BY_4_0,Eric Barbier,,2008,7,1,EUROPE,,FR,,Bouches-du-Rhône,Allauch,,,,GBIF
82e3ca70-85d5-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.8018,4.43462,,,3872528.78578289|2315814.08756496,CC_BY_4_0,Danièle Tixier-Inrep,,2014,8,11,EUROPE,,FR,,Gard,Bouillargues,,,,GBIF
82e3ca70-8b52-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.35325,5.51136,,,3956364.08508662|2260352.65312226,CC_BY_4_0,Eric Barbier,,2008,7,2,EUROPE,,FR,,Bouches-du-Rhône,Allauch,,,,GBIF
82e3ca70-85d6-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.8018,4.43462,,,3872528.78578289|2315814.08756496,CC_BY_4_0,Danièle Tixier-Inrep,,2014,8,11,EUROPE,,FR,,Gard,Bouillargues,,,,GBIF
82e3ca70-6940-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.35325,5.51136,,,3956364.08508662|2260352.65312226,CC_BY_4_0,Eric Barbier,,2012,8,1,EUROPE,,FR,,Bouches-du-Rhône,Allauch,,,,GBIF
82e3ca6f-9c13-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,44.90864,5.0071,,,3926332.69986872|2435093.56203639,CC_BY_4_0,Bernard Choux,,2013,8,20,EUROPE,,FR,,Drôme,Chabeuil,,,,GBIF
82e3ca70-6f7e-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.8018,4.43462,,,3872528.78578289|2315814.08756496,CC_BY_4_0,Danièle Tixier-Inrep,,2014,7,17,EUROPE,,FR,,Gard,Bouillargues,,,,GBIF
82e3ca70-6f7b-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.8018,4.43462,,,3872528.78578289|2315814.08756496,CC_BY_4_0,Danièle Tixier-Inrep,,2014,7,17,EUROPE,,FR,,Gard,Bouillargues,,,,GBIF
82e3ca70-6f7f-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.8018,4.43462,,,3872528.78578289|2315814.08756496,CC_BY_4_0,Danièle Tixier-Inrep,,2014,7,17,EUROPE,,FR,,Gard,Bouillargues,,,,GBIF
69719111-7802-4f62-b123-eacae183d96b,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.53726,4.76251,,,3896972.51174016|2284644.81694097,CC_BY_4_0,BARTOLUCCI Jean-Christophe (Amis des Marais du Vigueirat),,2016,8,3,EUROPE,,FR,,Bouches-du-Rhône,Arles,,,,GBIF
82e3ca7e-205c-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.97389,6.02083,,,4001141.15800876|2326731.98049485,CC_BY_4_0,CatherineK,,2014,8,9,EUROPE,,FR,,Alpes-de-Haute-Provence,Puimichel,,,,GBIF
82e3ca7e-0421-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,45.37326,4.81117,,,3914287.4704712|2487603.31869564,CC_BY_4_0,gauthier,,2016,6,29,EUROPE,,FR,,Isère,Roussillon,,,,GBIF
82e3ca7d-e99b-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.86686,4.03486,,,3840930.96261405|2325485.74672998,CC_BY_4_0,Liliane Delattre,,2016,7,4,EUROPE,,FR,,Gard,Sardan,,,,GBIF
82e3ca7d-e99a-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.86686,4.03486,,,3840930.96261405|2325485.74672998,CC_BY_4_0,Liliane Delattre,,2016,7,4,EUROPE,,FR,,Gard,Sardan,,,,GBIF
82e3ca79-c38e-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.83521,5.79104,,,3981876.69017588|2312386.5537236,CC_BY_4_0,Cathy,,2013,8,3,EUROPE,,FR,,Alpes-de-Haute-Provence,Manosque,,,,GBIF
82e3ca76-4284-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.99465,5.9661,,,3996863.57682715|2329266.07063952,CC_BY_4_0,Christa Gihr,,2012,7,27,EUROPE,,FR,,Alpes-de-Haute-Provence,Mées,,,,GBIF
82e3ca76-02db-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,44.90864,5.0071,,,3926332.69986872|2435093.56203639,CC_BY_4_0,Bernard Choux,,2013,8,20,EUROPE,,FR,,Drôme,Chabeuil,,,,GBIF
82e3ca76-4283-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.99465,5.9661,,,3996863.57682715|2329266.07063952,CC_BY_4_0,Christa Gihr,,2012,8,4,EUROPE,,FR,,Alpes-de-Haute-Provence,Mées,,,,GBIF
82e3ca76-02da-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,44.90864,5.0071,,,3926332.69986872|2435093.56203639,CC_BY_4_0,Bernard Choux,,2013,8,20,EUROPE,,FR,,Drôme,Chabeuil,,,,GBIF
82e3ca70-8b57-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.35325,5.51136,,,3956364.08508662|2260352.65312226,CC_BY_4_0,Eric Barbier,,2008,7,2,EUROPE,,FR,,Bouches-du-Rhône,Allauch,,,,GBIF
82e3ca70-8b59-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.35325,5.51136,,,3956364.08508662|2260352.65312226,CC_BY_4_0,Eric Barbier,,2008,7,1,EUROPE,,FR,,Bouches-du-Rhône,Allauch,,,,GBIF
82e3ca70-6f7c-24f6-e053-2614a8c008ee,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.8018,4.43462,,,3872528.78578289|2315814.08756496,CC_BY_4_0,Danièle Tixier-Inrep,,2014,7,18,EUROPE,,FR,,Gard,Bouillargues,,,,GBIF
